film,year_film,Total oscars nominations,Total oscars won,Oscars main categories nominations,Oscars main categories won,Oscars best picture,G.G. nominations,G.G. won,G.G. main categories nominations,G.G. main categories won,G.G. best motion picture
The Hunting Ground,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Mustang,2015,1.0,0.0,0.0,0.0,0.0,,,,,
A Girl in the River: The Price of Forgiveness,2015,1.0,1.0,0.0,0.0,0.0,,,,,
The 100-Year-Old Man Who Climbed out the Window and Disappeared,2015,1.0,0.0,0.0,0.0,0.0,,,,,
The Danish Girl,2015,4.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0
Spectre,2015,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Body Team 12,2015,1.0,0.0,0.0,0.0,0.0,,,,,
"France, Deniz Gamze Ergüven",2015,,,,,,1.0,0.0,0.0,0.0,0.0
Trumbo,2015,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Furious 7,2015,,,,,,1.0,0.0,0.0,0.0,0.0
World of Tomorrow,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Cartel Land,2015,1.0,0.0,0.0,0.0,0.0,,,,,
"Hungary, László Nemes",2015,,,,,,1.0,1.0,0.0,0.0,0.0
Carol,2015,6.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
"Belgium, France, Luxembourg, Jaco Van Dormael",2015,,,,,,1.0,0.0,0.0,0.0,0.0
Concussion,2015,,,,,,1.0,0.0,1.0,0.0,0.0
Youth,2015,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
"Finland, Germany, Estonia, Klaus Härö",2015,,,,,,1.0,0.0,0.0,0.0,0.0
Creed,2015,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
99 Homes,2015,,,,,,1.0,0.0,1.0,0.0,0.0
Brooklyn,2015,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Theeb,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Day One,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Bridge of Spies,2015,6.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Danny Collins,2015,,,,,,1.0,0.0,1.0,0.0,0.0
Grandma,2015,,,,,,1.0,0.0,1.0,0.0,0.0
Boy and the World,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Winter on Fire: Ukraine's Fight for Freedom,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Beasts of No Nation,2015,,,,,,1.0,0.0,1.0,0.0,0.0
Bear Story,2015,1.0,1.0,0.0,0.0,0.0,,,,,
Claude Lanzmann: Spectres of the Shoah,2015,1.0,0.0,0.0,0.0,0.0,,,,,
"What Happened, Miss Simone?",2015,1.0,0.0,0.0,0.0,0.0,,,,,
The Revenant,2015,11.0,3.0,4.0,2.0,0.0,4.0,3.0,3.0,3.0,1.0
Cinderella,2015,1.0,0.0,0.0,0.0,0.0,,,,,
"Chile, Pablo Larraín",2015,,,,,,1.0,0.0,0.0,0.0,0.0
When Marnie Was There,2015,1.0,0.0,0.0,0.0,0.0,,,,,
"Chau, beyond the Lines",2015,1.0,0.0,0.0,0.0,0.0,,,,,
We Can't Live without Cosmos,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Miss Sloane,2016,,,,,,1.0,0.0,1.0,0.0,0.0
Fences,2016,4.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0
Passengers,2016,2.0,0.0,0.0,0.0,0.0,,,,,
Star Trek Beyond,2016,1.0,0.0,0.0,0.0,0.0,,,,,
Fire at Sea,2016,1.0,0.0,0.0,0.0,0.0,,,,,
"France, Paul Verhoeven",2016,,,,,,1.0,1.0,0.0,0.0,0.0
Fantastic Beasts and Where to Find Them,2016,2.0,1.0,0.0,0.0,0.0,,,,,
"Germany, Maren Ade",2016,,,,,,1.0,0.0,0.0,0.0,0.0
Allied,2016,1.0,0.0,0.0,0.0,0.0,,,,,
Pear Cider and Cigarettes,2016,1.0,0.0,0.0,0.0,0.0,,,,,
Jackie,2016,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Extremis,2016,1.0,0.0,0.0,0.0,0.0,,,,,
O.J.: Made in America,2016,1.0,1.0,0.0,0.0,0.0,,,,,
Watani: My Homeland,2016,1.0,0.0,0.0,0.0,0.0,,,,,
Jim: The James Foley Story,2016,1.0,0.0,0.0,0.0,0.0,,,,,
Nocturnal Animals,2016,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0
Joe's Violin,2016,1.0,0.0,0.0,0.0,0.0,,,,,
A Man Called Ove,2016,2.0,0.0,0.0,0.0,0.0,,,,,
The White Helmets,2016,1.0,1.0,0.0,0.0,0.0,,,,,
Gold,2016,,,,,,1.0,0.0,0.0,0.0,0.0
Pearl,2016,1.0,0.0,0.0,0.0,0.0,,,,,
Florence Foster Jenkins,2016,2.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
Piper,2016,1.0,1.0,0.0,0.0,0.0,,,,,
Silent Nights,2016,1.0,0.0,0.0,0.0,0.0,,,,,
Silence,2016,1.0,0.0,0.0,0.0,0.0,,,,,
Sing,2016,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
The Red Turtle,2016,1.0,0.0,0.0,0.0,0.0,,,,,
Hidden Figures,2016,3.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Hell or High Water,2016,4.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Tanna,2016,1.0,0.0,0.0,0.0,0.0,,,,,
Trolls,2016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sing Street,2016,,,,,,1.0,0.0,1.0,0.0,0.0
Rules Don't Apply,2016,,,,,,1.0,0.0,1.0,0.0,0.0
The Edge of Seventeen,2016,,,,,,1.0,0.0,1.0,0.0,0.0
Sully,2016,1.0,0.0,0.0,0.0,0.0,,,,,
I Am Not Your Negro,2016,1.0,0.0,0.0,0.0,0.0,,,,,
Suicide Squad,2016,1.0,1.0,0.0,0.0,0.0,,,,,
Toni Erdmann,2016,1.0,0.0,0.0,0.0,0.0,,,,,
Hacksaw Ridge,2016,5.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
Timecode,2016,1.0,0.0,0.0,0.0,0.0,,,,,
"Hail, Caesar!",2016,1.0,0.0,0.0,0.0,0.0,,,,,
Arrival,2016,7.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Zootopia,2016,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Blind Vaysha,2016,1.0,0.0,0.0,0.0,0.0,,,,,
"France, Houda Benyamina",2016,,,,,,1.0,0.0,0.0,0.0,0.0
Rogue One: A Star Wars Story,2016,2.0,0.0,0.0,0.0,0.0,,,,,
Captain Fantastic,2016,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Chile, Pablo Larraín",2016,,,,,,1.0,0.0,0.0,0.0,0.0
Moana,2016,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
The Lobster,2016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
La La Land,2016,12.0,5.0,4.0,2.0,0.0,7.0,7.0,4.0,4.0,1.0
Deepwater Horizon,2016,2.0,0.0,0.0,0.0,0.0,,,,,
Elle,2016,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Manchester by the Sea,2016,6.0,2.0,5.0,1.0,0.0,5.0,1.0,4.0,1.0,0.0
Kubo and the Two Strings,2016,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
War Dogs,2016,,,,,,1.0,0.0,1.0,0.0,0.0
4.1 Miles,2016,1.0,0.0,0.0,0.0,0.0,,,,,
Land of Mine,2016,1.0,0.0,0.0,0.0,0.0,,,,,
20th Century Women,2016,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Ennemis Intérieurs,2016,1.0,0.0,0.0,0.0,0.0,,,,,
Loving,2016,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
The Jungle Book,2016,1.0,1.0,0.0,0.0,0.0,,,,,
13th,2016,1.0,0.0,0.0,0.0,0.0,,,,,
La Femme et le TGV,2016,1.0,0.0,0.0,0.0,0.0,,,,,
Moonlight,2016,8.0,3.0,4.0,2.0,1.0,6.0,1.0,4.0,1.0,1.0
The Salesman,2016,1.0,1.0,0.0,0.0,0.0,,,,,
"Iran, Asghar Farhadi ",2016,,,,,,1.0,0.0,0.0,0.0,0.0
Doctor Strange,2016,1.0,0.0,0.0,0.0,0.0,,,,,
My Life as a Zucchini,2016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13 Hours: The Secret Soldiers of Benghazi,2016,1.0,0.0,0.0,0.0,0.0,,,,,
"Life, Animated",2016,1.0,0.0,0.0,0.0,0.0,,,,,
Lion,2016,6.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
Deadpool,2016,,,,,,2.0,0.0,2.0,0.0,0.0
Borrowed Time,2016,1.0,0.0,0.0,0.0,0.0,,,,,
"Boss Baby, The ",2017,,,,,,1.0,0.0,0.0,0.0,0.0
Garden Party,2017,1.0,0.0,0.0,0.0,0.0,,,,,
The Breadwinner,2017,1.0,0.0,0.0,0.0,0.0,,,,,
The Shape of Water,2017,12.0,4.0,5.0,2.0,1.0,7.0,2.0,5.0,1.0,0.0
Traffic Stop,2017,1.0,0.0,0.0,0.0,0.0,,,,,
"Roman J. Israel, Esq.",2017,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Watu Wote/All of Us,2017,1.0,0.0,0.0,0.0,0.0,,,,,
Revolting Rhymes,2017,1.0,0.0,0.0,0.0,0.0,,,,,
"Sweden, Ruben Östlund",2017,,,,,,1.0,0.0,0.0,0.0,0.0
Logan,2017,1.0,0.0,0.0,0.0,0.0,,,,,
"Germany, Fatih Akin",2017,,,,,,1.0,1.0,0.0,0.0,0.0
"I, Tonya",2017,3.0,1.0,2.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0
Icarus,2017,1.0,1.0,0.0,0.0,0.0,,,,,
"Florida Project, The ",2017,,,,,,1.0,0.0,1.0,0.0,0.0
My Nephew Emmett,2017,1.0,0.0,0.0,0.0,0.0,,,,,
"Chile, Sebastián Lelio",2017,,,,,,1.0,0.0,0.0,0.0,0.0
The Silent Child,2017,1.0,1.0,0.0,0.0,0.0,,,,,
"Russia, Andrey Zvyagintsev ",2017,,,,,,1.0,0.0,0.0,0.0,0.0
Lady Bird,2017,5.0,0.0,4.0,0.0,0.0,4.0,2.0,3.0,2.0,1.0
Edith+Eddie,2017,1.0,0.0,0.0,0.0,0.0,,,,,
The Boss Baby,2017,1.0,0.0,0.0,0.0,0.0,,,,,
Guardians of the Galaxy Vol. 2,2017,1.0,0.0,0.0,0.0,0.0,,,,,
The Post,2017,2.0,0.0,2.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0
Beauty and the Beast,2017,2.0,0.0,0.0,0.0,0.0,,,,,
Heaven Is a Traffic Jam on the 405,2017,1.0,1.0,0.0,0.0,0.0,,,,,
Coco,2017,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Lou,2017,1.0,0.0,0.0,0.0,0.0,,,,,
Loveless,2017,1.0,0.0,0.0,0.0,0.0,,,,,
Last Men in Aleppo,2017,1.0,0.0,0.0,0.0,0.0,,,,,
Loving Vincent,2017,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Wonder,2017,1.0,0.0,0.0,0.0,0.0,,,,,
Victoria & Abdul,2017,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Cambodia, Angelina Jolie",2017,,,,,,1.0,0.0,0.0,0.0,0.0
Dunkirk,2017,7.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Call Me By Your Name,2017,,,,,,3.0,0.0,3.0,0.0,0.0
Dear Basketball,2017,1.0,1.0,0.0,0.0,0.0,,,,,
Heroin(e),2017,1.0,0.0,0.0,0.0,0.0,,,,,
Strong Island,2017,1.0,0.0,0.0,0.0,0.0,,,,,
The Big Sick,2017,1.0,0.0,0.0,0.0,0.0,,,,,
"Breadwinner, The ",2017,,,,,,1.0,0.0,0.0,0.0,0.0
Get Out,2017,4.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
All the Money in the World,2017,1.0,0.0,1.0,0.0,0.0,,,,,
The Insult,2017,1.0,0.0,0.0,0.0,0.0,,,,,
Star Wars: The Last Jedi,2017,3.0,0.0,0.0,0.0,0.0,,,,,
The Square,2017,1.0,0.0,0.0,0.0,0.0,,,,,
On Body and Soul,2017,1.0,0.0,0.0,0.0,0.0,,,,,
Kong: Skull Island,2017,1.0,0.0,0.0,0.0,0.0,,,,,
Knife Skills,2017,1.0,0.0,0.0,0.0,0.0,,,,,
A Fantastic Woman,2017,1.0,1.0,0.0,0.0,0.0,,,,,
The Greatest Showman,2017,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0
The Florida Project,2017,1.0,0.0,1.0,0.0,0.0,,,,,
All The Money In The World,2017,,,,,,3.0,0.0,3.0,0.0,0.0
Faces Places,2017,1.0,0.0,0.0,0.0,0.0,,,,,
Ferdinand,2017,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Darkest Hour,2017,6.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Downsizing,2017,,,,,,1.0,0.0,1.0,0.0,0.0
Molly's Game,2017,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
War for the Planet of the Apes,2017,1.0,0.0,0.0,0.0,0.0,,,,,
"Three Billboards outside Ebbing, Missouri",2017,6.0,1.0,3.0,1.0,0.0,,,,,
Battle of the Sexes,2017,,,,,,2.0,0.0,2.0,0.0,0.0
"Leisure Seeker, The ",2017,,,,,,1.0,0.0,1.0,0.0,0.0
"Three Billboards Outside Ebbing, Missouri",2017,,,,,,6.0,4.0,4.0,3.0,1.0
"Disaster Artist, The ",2017,,,,,,2.0,1.0,2.0,1.0,0.0
Mudbound,2017,4.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Phantom Thread,2017,6.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Blade Runner 2049,2017,4.0,2.0,0.0,0.0,0.0,,,,,
Baby Driver,2017,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Negative Space,2017,1.0,0.0,0.0,0.0,0.0,,,,,
The Star,2017,,,,,,1.0,0.0,0.0,0.0,0.0
The Disaster Artist,2017,1.0,0.0,0.0,0.0,0.0,,,,,
The Eleven O'Clock,2017,1.0,0.0,0.0,0.0,0.0,,,,,
Abacus: Small Enough to Jail,2017,1.0,0.0,0.0,0.0,0.0,,,,,
Call Me by Your Name,2017,4.0,1.0,2.0,0.0,0.0,,,,,
DeKalb Elementary,2017,1.0,0.0,0.0,0.0,0.0,,,,,
Marshall,2017,1.0,0.0,0.0,0.0,0.0,,,,,
Late Afternoon,2018,1.0,0.0,0.0,0.0,0.0,,,,,
The Old Man & the Gun,2018,,,,,,1.0,0.0,1.0,0.0,0.0
Lifeboat,2018,1.0,0.0,0.0,0.0,0.0,,,,,
Solo: A Star Wars Story,2018,1.0,0.0,0.0,0.0,0.0,,,,,
"Belgium, Lukas Dhont",2018,,,,,,1.0,0.0,0.0,0.0,0.0
A Night at The Garden,2018,1.0,0.0,0.0,0.0,0.0,,,,,
Border,2018,1.0,0.0,0.0,0.0,0.0,,,,,
Spider-Man: Into the Spider-Verse,2018,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Weekends,2018,1.0,0.0,0.0,0.0,0.0,,,,,
Of Fathers and Sons,2018,1.0,0.0,0.0,0.0,0.0,,,,,
Never Look Away,2018,2.0,0.0,0.0,0.0,0.0,,,,,
Bohemian Rhapsody,2018,4.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0
Destroyer,2018,,,,,,1.0,0.0,1.0,0.0,0.0
Beautiful Boy,2018,,,,,,1.0,0.0,1.0,0.0,0.0
Mother,2018,1.0,0.0,0.0,0.0,0.0,,,,,
Shoplifters,2018,1.0,0.0,0.0,0.0,0.0,,,,,
Tully,2018,,,,,,1.0,0.0,1.0,0.0,0.0
Marguerite,2018,1.0,0.0,0.0,0.0,0.0,,,,,
Capernaum,2018,1.0,0.0,0.0,0.0,0.0,,,,,
Ralph Breaks the Internet,2018,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ready Player One,2018,1.0,0.0,0.0,0.0,0.0,,,,,
Crazy Rich Asians,2018,,,,,,2.0,0.0,2.0,0.0,0.0
Can You Ever Forgive Me?,2018,3.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Incredibles 2,2018,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Roma,2018,9.0,3.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0
Period. End of Sentence.,2018,1.0,1.0,0.0,0.0,0.0,,,,,
Mary Poppins Returns,2018,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
Black Sheep,2018,1.0,0.0,0.0,0.0,0.0,,,,,
Mary Queen of Scots,2018,2.0,0.0,0.0,0.0,0.0,,,,,
A Star Is Born,2018,8.0,1.0,4.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0
A Private War,2018,,,,,,2.0,0.0,1.0,0.0,0.0
Boy Erased,2018,,,,,,2.0,0.0,1.0,0.0,0.0
Eighth Grade,2018,,,,,,1.0,0.0,1.0,0.0,0.0
Minding the Gap,2018,1.0,0.0,0.0,0.0,0.0,,,,,
Stan & Ollie,2018,,,,,,1.0,0.0,1.0,0.0,0.0
Mirai,2018,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dumplin',2018,,,,,,1.0,0.0,0.0,0.0,0.0
Black Panther,2018,6.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
If Beale Street Could Talk,2018,3.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0
One Small Step,2018,1.0,0.0,0.0,0.0,0.0,,,,,
A Quiet Place,2018,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Isle of Dogs,2018,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Skin,2018,1.0,1.0,0.0,0.0,0.0,,,,,
RBG,2018,2.0,0.0,0.0,0.0,0.0,,,,,
BlacKkKlansman,2018,6.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
First Reformed,2018,1.0,0.0,0.0,0.0,0.0,,,,,
End Game,2018,1.0,0.0,0.0,0.0,0.0,,,,,
First Man,2018,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
"Germany, Florian Henckel von Donnersmarck",2018,,,,,,1.0,0.0,0.0,0.0,0.0
At Eternity's Gate,2018,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Cold War,2018,3.0,0.0,1.0,0.0,0.0,,,,,
Free Solo,2018,1.0,1.0,0.0,0.0,0.0,,,,,
Green Book,2018,5.0,3.0,3.0,2.0,1.0,5.0,3.0,4.0,2.0,1.0
The Favourite,2018,9.0,1.0,4.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0
"Lebanon, Nadine Labaki",2018,,,,,,1.0,0.0,0.0,0.0,0.0
Animal Behaviour,2018,1.0,0.0,0.0,0.0,0.0,,,,,
"Japan, Hirokazu Koreeda",2018,,,,,,1.0,0.0,0.0,0.0,0.0
Avengers: Infinity War,2018,1.0,0.0,0.0,0.0,0.0,,,,,
Detainment,2018,1.0,0.0,0.0,0.0,0.0,,,,,
The Ballad of Buster Scruggs,2018,3.0,0.0,0.0,0.0,0.0,,,,,
"Mexico, Alfonso Cuarón",2018,,,,,,1.0,1.0,0.0,0.0,0.0
Fauve,2018,1.0,0.0,0.0,0.0,0.0,,,,,
Vice,2018,8.0,1.0,5.0,0.0,0.0,6.0,1.0,5.0,1.0,0.0
Christopher Robin,2018,1.0,0.0,0.0,0.0,0.0,,,,,
Bao,2018,1.0,1.0,0.0,0.0,0.0,,,,,
"Hale County This Morning, This Evening",2018,1.0,0.0,0.0,0.0,0.0,,,,,
The Wife,2018,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
For Sama,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Ford v Ferrari,2019,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Ad Astra,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Dcera (Daughter),2019,1.0,0.0,0.0,0.0,0.0,,,,,
Knives Out,2019,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
A Beautiful Day in the Neighborhood,2019,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Cave,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Bombshell,2019,3.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Toy Story 4,2019,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Frozen II,2019,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Rocketman,2019,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0
Marriage Story,2019,6.0,1.0,4.0,1.0,0.0,6.0,1.0,4.0,1.0,0.0
The Lion King,2019,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Booksmart,2019,,,,,,1.0,0.0,1.0,0.0,0.0
Richard Jewell,2019,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
I Lost My Body,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Once Upon a Time...in Hollywood,2019,,,,,,5.0,3.0,4.0,2.0,1.0
Corpus Christi,2019,1.0,0.0,0.0,0.0,0.0,,,,,
The Lighthouse,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Star Wars: The Rise of Skywalker,2019,3.0,0.0,0.0,0.0,0.0,,,,,
The Edge of Democracy,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Jojo Rabbit,2019,6.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Joker,2019,10.0,2.0,3.0,1.0,0.0,4.0,2.0,3.0,1.0,0.0
Nefta Football Club,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Judy,2019,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Once upon a Time...in Hollywood,2019,9.0,2.0,4.0,1.0,0.0,,,,,
Avengers: Endgame,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Dolemite Is My Name,2019,,,,,,2.0,0.0,2.0,0.0,0.0
Brotherhood,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Pain and Glory,2019,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Two Popes,2019,3.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
The Irishman,2019,9.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
Parasite,2019,6.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0
Late Night,2019,,,,,,1.0,0.0,1.0,0.0,0.0
Motherless Brooklyn,2019,,,,,,1.0,0.0,0.0,0.0,0.0
A Sister,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Breakthrough,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Les Misérables,2019,1.0,0.0,0.0,0.0,0.0,,,,,
The Farewell,2019,,,,,,1.0,1.0,1.0,1.0,0.0
How to Train Your Dragon: The Hidden World,2019,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kitbull,2019,1.0,0.0,0.0,0.0,0.0,,,,,
"USA, Lulu Wang",2019,,,,,,1.0,0.0,0.0,0.0,0.0
Missing Link,2019,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Klaus,2019,1.0,0.0,0.0,0.0,0.0,,,,,
In the Absence,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Maleficent: Mistress of Evil,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Memorable,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Sister,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Walk Run Cha-Cha,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Hair Love,2019,1.0,1.0,0.0,0.0,0.0,,,,,
St. Louis Superman,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Life Overtakes Me,2019,1.0,0.0,0.0,0.0,0.0,,,,,
Harriet,2019,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Cats,2019,,,,,,1.0,0.0,0.0,0.0,0.0
Little Women,2019,6.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Learning to Skateboard in a Warzone (If You're a Girl),2019,1.0,1.0,0.0,0.0,0.0,,,,,
"France, Ladj Ly",2019,,,,,,1.0,0.0,0.0,0.0,0.0
American Factory,2019,1.0,1.0,0.0,0.0,0.0,,,,,
1917,2019,9.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0
"South Korea, Bong Joon Ho",2019,,,,,,1.0,1.0,0.0,0.0,0.0
"Where'd You Go, Bernadette",2019,,,,,,1.0,0.0,1.0,0.0,0.0
"Spain, Pedro Almodóvar",2019,,,,,,1.0,0.0,0.0,0.0,0.0
"France, Céline Sciamma",2019,,,,,,1.0,0.0,0.0,0.0,0.0
The Report,2019,,,,,,1.0,0.0,1.0,0.0,0.0
Honeyland,2019,2.0,0.0,0.0,0.0,0.0,,,,,
Hustlers,2019,,,,,,1.0,0.0,1.0,0.0,0.0
Saria,2019,1.0,0.0,0.0,0.0,0.0,,,,,
The Neighbors' Window,2019,1.0,1.0,0.0,0.0,0.0,,,,,
Hunger Ward,2020,1.0,0.0,0.0,0.0,0.0,,,,,
Atticus Ross,2020,,,,,,1.0,1.0,0.0,0.0,0.0
Opera,2020,1.0,0.0,0.0,0.0,0.0,,,,,
Mulan,2020,2.0,0.0,0.0,0.0,0.0,,,,,
Soul,2020,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hear My Voice,2020,,,,,,1.0,0.0,0.0,0.0,0.0
Over the Moon,2020,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A Shaun the Sheep Movie: Farmageddon,2020,1.0,0.0,0.0,0.0,0.0,,,,,
Another Round,2020,2.0,1.0,1.0,0.0,0.0,,,,,
Crip Camp,2020,1.0,0.0,0.0,0.0,0.0,,,,,
Sound of Metal,2020,6.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Denmark,2020,,,,,,1.0,0.0,0.0,0.0,0.0
Eurovision Song Contest: The Story of Fire Saga,2020,1.0,0.0,0.0,0.0,0.0,,,,,
Burrow,2020,1.0,0.0,0.0,0.0,0.0,,,,,
The Trial of the Chicago 7,2020,6.0,0.0,2.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0
Emma.,2020,,,,,,1.0,0.0,1.0,0.0,0.0
Greyhound,2020,1.0,0.0,0.0,0.0,0.0,,,,,
